,Name + autors,Fields,Date,Abstract,Citations,PDF link
314,GraphLab%3A A New Framework For Parallel Machine Low Gonzalez/4187caa4d0d329f47e18377a6cd31ef3f580cfcc,Computer Science,25 June 2010,"We developed GraphLab, a new parallel abstraction which improves upon abstractions like MapReduce by compactly expressing asynchronous iterative algorithms with sparse computational dependencies.   ",783,https://arxiv.org/pdf/1006.4990.pdf
315,Making large scale support vector machine learning Joachims/bb99668d4df98a3f6ff0b9fa3402e09008f22e2c,Computer Science,8 February 1999,This chapter presents an improved algorithm for training SVMs on large-scale problems and describes its eecient implementation.   ,1815,
316,The changing science of machine learning Langley/713a14e98f65a74652956dae94874eeab61a71cd,"Sociology, Computer Science",1 March 2011,   ,78,https://doi.org/10.1007/s10994-011-5242-y
317,Scaling up machine learning%3A parallel and Bekkerman Bilenko/b5be3165d56580b60e29ad1a4a08b124d6cb8264,Computer Science,21 August 2011,This tutorial gives a broad view of modern approaches for scaling up machine learning and data mining methods on parallel/distributed platforms by providing an integrated overview of state-of-the-art platforms and algorithms.,326,http://dl.acm.org/citation.cfm?id=2107740
318,SystemML%3A Declarative machine learning on MapReduce Ghoting Krishnamurthy/d5b8b4bffc457150310dd3713241310a7f5c6165,Computer Science,11 April 2011,We propose SystemML in which ML algorithms are expressed in a higher-level language and are compiled and executed in a MapReduce environment.   ,291,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5767930
319,Adversarial machine learning Huang Joseph/f9ae5196908d21336ab02f5c20258dc760d125d6,Computer Science,2011,"In this paper (expanded from an invited talk at AISEC 2010), we discuss an emerging field of study: adversarial machine learning ---the study of effective",269,http://dl.acm.org/citation.cfm?id=2046692
320,The Boosting Approach to Machine Learning An Schapire/84bb60b83f82ad847e19d96403ad0011abfc888f,Computer Science,2003,A general method for improving the accuracy of any given learning  algorithm by combining rough and moderately inaccurate rules of thumb in a manner similar to that suggested above.,1621,https://doi.org/10.1007/978-0-387-21579-2_9
321,Data Mining and Machine Learning in Cybersecurity Dua Du/2a4ba0c1699965381fb2ba802157a89edd217943,Computer Science,25 April 2011,Data Mining and Machine Learning in Cybersecurity provides a unified reference for specific,240,https://doi.org/10.1201/b10867
322,UCI Repository of Machine Learning Databases Merz/b6cf9167aeb2782651156de5e22cad82ee69a225,Computer Science,1996,   ,2056,
323,Testing and validating machine learning classifiers Xie Ho/0c1313b743d82c9901ef32a2a27df463bc2e9ae0,"Computer Science, Medicine",1 April 2011,"In this paper we present a technique for testing the implementations of machine learning classification algorithms which support bioinformatics, computational linguistics, etc.",183,https://www.ncbi.nlm.nih.gov/pubmed/21532969
324,Machine learning in side channel analysis%3A a first Hospodar Gierlichs/bb111921d2020af454ea492c97a663cbe724ce40,Computer Science,27 October 2011,This work comprehensively investigates the application of a machine learning technique in SCA.,172,https://doi.org/10.1007/s13389-011-0023-x
325,A First Course in Machine Learning Rogers Girolami/37259f7132fc9dc604ab8211b85a20cf5bb559fe,Computer Science,25 October 2011,A First Course in Machine Learning covers the core mathematical and statistical techniques needed to understand some of the most popular,138,https://doi.org/10.1201/9781466506299
326,Matching Networks for One Shot Learning Vinyals Blundell/be1bb4e4aa1fcf70281b4bd24d8cd31c04864bb6,"Computer Science, Mathematics",13 June 2016,from a few examples remains a key challenge in Learning machine .,2302,https://arxiv.org/pdf/1606.04080.pdf
327,Dropout as a Bayesian Approximation%3A Representing Gal Ghahramani/f35de4f9b1a7c4d3fa96a0d2ab1bf8937671f6b6,"Mathematics, Computer Science",6 June 2015,We develop a theoretical framework casting dropout training in deep neural networks (NNs) as approximate Bayesian inference in deep Gaussian processes.   ,2766,https://arxiv.org/pdf/1506.02142.pdf
328,Encyclopedia of Machine Learning Sammut Webb/55bc938f92ca50c617ec95691614731aa498abec,Computer Science,28 March 2011,"This comprehensive encyclopedia, with over 250 entries in an A-Z format, provides easy access to relevant information for those seeking entry into any aspect within the broad field of machine learning .",711,https://doi.org/10.1007/978-0-387-30164-8
329,Machine learning. Fletcher/dea4ba8d1b97d50d025c2a9832aea4fd930d3e51,Medicine,2013,   ,,https://www.ncbi.nlm.nih.gov/pubmed/23923208
330,Unsupervised Machine Translation Using Monolingual Lample Denoyer/e3d772986d176057aca2f5e3eb783da53b559134,Computer Science,31 October 2017,"We propose a model that takes sentences from monolingual corpora in two languages and maps them into the same latent space, the model effectively learns to translate without using any labeled data.   ",581,https://arxiv.org/pdf/1711.00043.pdf
331,Towards Federated Learning at Scale%3A System Design Bonawitz Eichner/79cf9462a583e1889781868cbf8c31e43b36dd2f,"Computer Science, Mathematics",4 February 2019,"We have built a scalable production system for Federated Learning  in the domain of mobile devices, based on TensorFlow.",510,https://arxiv.org/pdf/1902.01046.pdf
332,A Survey on Transfer Learning Pan Yang/a25fbcbbae1e8f79c4360d26aa11a3abf1a11972,Computer Science,1 October 2010,A major assumption in many machine learning and data mining algorithms is that the training and future data must be in the same feature space and have the same distribution.,10051,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5288526
333,Advances and Open Problems in Federated Learning Kairouz McMahan/4315a5015f15fc8be77232396daf1a72b03c990c,"Computer Science, Mathematics",10 December 2019,Federated learning machine (FL) is a,522,https://arxiv.org/pdf/1912.04977.pdf
334,The security of machine learning Barreno Nelson/afd0859a858481d2f36109f68090aebd77456b7f,Computer Science,1 November 2010,We present a taxonomy identifying and analyzing attacks against machine learning systems.,540,https://doi.org/10.1007/s10994-010-5188-5
335,Uncovering social spammers%3A social honeypots %2B Lee Caverlee/4f6487d61ba6c2afa44be0e870599bb292e27638,Computer Science,19 July 2010,We propose and evaluate a honeypot-based approach for uncovering social spammers in online social systems.   ,628,http://dl.acm.org/citation.cfm?id=1835522
336,Some Studies in Machine Learning Using the Game of Samuel/e9e6bb5f2a04ae30d8ecc9287f8b702eedd7b772,Computer Science,1959,"The studies reported here have been concerned with the programming of a digital computer to behave in a way which, if done by human beings or animals, would be described as involving the process of learning  .",2218,https://doi.org/10.1147/rd.33.0210
337,Gaussian Processes for Machine Learning (GPML) Rasmussen Nickisch/e7e25fd534e9e024da329aea546484938df305a5,Computer Science,1 March 2010,The GPML toolbox provides a wide range of functionality for Gaussian process (GP) inference and prediction.   ,669,http://portal.acm.org/citation.cfm?id=1953029
338,Machine Learning%3A The ingredients of machine Flach/f308f4305a7295d89ca6d287c351ce117952a710,Mathematics,1 September 2012,   ,1,https://doi.org/10.1017/CBO9780511973000.003
339,Deep Extreme Learning Machine and Its Application Ding Zhang/e2208a581439145f0709206ccfb0b763bbf05b55,Computer Science,27 May 2015,We put forward deep extreme learning machine (DELM) and apply it to EEG classification in this paper.,99,https://pdfs.semanticscholar.org/e220/8a581439145f0709206ccfb0b763bbf05b55.pdf
340,Sparse Bayesian Extreme Learning Machine for Luo Vong/c526ad0ea8b4cff9a671eb8a90ea98eb64ae17a7,"Computer Science, Medicine",1 April 2014,Extreme learning machine (ELM) has become a popular topic in,156,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6615928
341,PANFIS%3A A Novel Incremental Learning Machine Pratama Anavatti/1aad5969ca023d0aefe61d83a3cf6a3cb4d100e0,"Computer Science, Medicine",2014,in nonstationary environment entails a system owning high degree of flexibility capable of assembling its rule base autonomously according to the degree of nonlinearity contained in the system. Learning  ,197,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6568966
342,Adaptive Federated Learning in Resource Constrained Wang Tuor/e2e0e226f1f74ff65c0de3e5ad565bcd8b9710da,"Computer Science, Mathematics",14 April 2018,"We analyze the convergence bound of distributed gradient descent from a theoretical point of view, based on which we propose a control algorithm that determines the best tradeoff between local update and global parameter aggregation to minimize the loss function under a given resource budget.   ",327,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8664630
343,Dataset Shift in Machine Learning Quionero Candela Sugiyama/c62043a7d2537bbf40a84b9913957452a47fdb83,Computer Science,27 February 2009,Dataset shift is a common problem in predictive modeling that occurs when the joint distribution of inputs and outputs differs between training and test stages.   ,866,https://pdfs.semanticscholar.org/c620/43a7d2537bbf40a84b9913957452a47fdb83.pdf
344,Improving propensity score weighting using machine Lee Lessler/0ecf8c56300c20622f317e1e6cefdeeb85c513e2,"Computer Science, Medicine",10 February 2010,techniques such as classification and regression trees (CART) have been suggested as promising alternatives to logistic regression for estimation of propensity scores. Machine learning ,513,https://www.ncbi.nlm.nih.gov/pubmed/19960510
345,Object Recognition as Machine Translation%3A Learning Sahin Barnard/6d9f55b445f36578802e7eef4393cfa914b11620,Computer Science,28 May 2002,We describe a model of object recognition as machine  translation.,1749,https://doi.org/10.1007/3-540-47979-1_7
346,Machine Learning An Algorithmic Perspective Marsland/10bc3b9bf71c4448ea0f4bec441403c0e50a0691,Computer Science,1 April 2009,"This book provides the ideal blend of theory and practical, applicable knowledge.   ",804,http://www.crcpress.com/product/isbn/9781420067187
347,Machine learning%3A Machine learning Alpaydin/0f07a2f25c8acd1f5f779e29761df0fdfaad70d4,Computer Science,1 May 2011,is already a mature field with significant theoretical work and an impressive suite of applications. Machine learning ,7,https://doi.org/10.1002/wics.166
348,Tensor2Tensor for Neural Machine Translation Vaswani Bengio/642c1b4a9da95ea4239708afc5929a5007a1870d,"Computer Science, Mathematics",16 March 2018,Tensor2Tensor is a library for deep learning machine models well-suited for neural,291,https://www.aclweb.org/anthology/W18-1819.pdf
349,A Review of Machine Learning Algorithms for Baharudin Lee/5a9e85af0bc45472e9c14e956819f1324085aaa1,Computer Science,2 January 2010,"A review of the theory and methods of document classification and text mining, focusing on the existing litera- ture.   ",442,https://doi.org/10.4304/JAIT.1.1.4-20
350,Extreme Learning Machine Zhu/bd1863c304d6ac1ff6a2c901b03726ae417b9ea1,Computer Science,30 May 2013,"This special issue includes eight original works that detail the further developments of ELMs in theories, applications, and hardware implementation.   ",352,
351,Deep learning and process understanding for Earth Reichstein Camps Valls/b2114228411d367cfa6ca091008291f250a2c490,"Medicine, Computer Science",1 February 2019,We argue that deep learning learning should be used as part of deep,451,https://doi.org/10.1038/s41586-019-0912-1
352,The Elements of Statistical Learning%3A Data Mining%2C Hastie Tibshirani/bee570503aaa0ed5bc5dd4cf6aa742df0b5cef87,"Mathematics, Computer Science",1 March 2005,This book describes the important ideas in these areas in a common conceptual framework.   ,13449,https://doi.org/10.1007/BF02985802
